Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Randomise questionnaire elements?,consent-response-1,consent-response-2,consent-response-text,consent-response-other,END QUESTIONNAIRE
1,1696909723031,10/10/2023 03:48:43,1696909722856,-4,09/10/2023 23:48:42,121155,36,questionnaire-p3ei,,32123342,BLIND,9498791,,complete,,6524c98e61a6306ee204ea29,computer,Desktop or Laptop,Mac OS 10.15,Firefox 117.0,1440x900,1440x686,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,8,,yes,No,Si,,,,24072
1,1696906095970,10/10/2023 02:48:15,1696906095801,-7,09/10/2023 19:48:15,121155,36,questionnaire-p3ei,,32123232,BLIND,9498747,,complete,,6524bb5c20d972fe6f9d0735,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.1,1440x900,1440x820,,,,Consent,9,SoundCheckPassed,2,test passed,,6,,,,,,,yes,No,Si,,,,21725
1,1696905165091,10/10/2023 02:32:45,1696905164747,-7,09/10/2023 19:32:44,121155,36,questionnaire-p3ei,,32123167,BLIND,9498736,,complete,,6524b7c03c3a09efe7d5d7eb,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,5,yes,No,Si,,,,32093
1,1696905147805,10/10/2023 02:32:27,1696905147590,-7,09/10/2023 19:32:27,121155,36,questionnaire-p3ei,,32123161,BLIND,9498734,,complete,,6524b7a9aac78e55d0d91df4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1470x956,1412x770,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,4,,,,yes,No,Si,,,,4454
1,1696904870134,10/10/2023 02:27:50,1696904869943,-7,09/10/2023 19:27:49,121155,36,questionnaire-p3ei,,32123133,BLIND,9498726,,complete,,6524b6991d2c8c69f3def1c5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1680x1050,1680x940,,,,Consent,9,SoundCheckPassed,1,test passed,3,,,,,,,,yes,No,Si,,,,9276
1,1696902991504,10/10/2023 01:56:31,1696902991180,-4,09/10/2023 21:56:31,121155,36,questionnaire-p3ei,,32123029,BLIND,9498700,,complete,,6524af26e408f4582fec10d8,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,3,,,yes,No,Si,,,,8563
1,1696898669248,10/10/2023 00:44:29,1696898668981,-4,09/10/2023 20:44:28,121155,36,questionnaire-p3ei,,32122801,BLIND,9498632,,complete,,65249d76dbbe6c6799813068,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1239x907,,,,Consent,9,SoundCheckPassed,4,test passed,,,,7,,,,,yes,No,Si,,,,62204
1,1696897788397,10/10/2023 00:29:48,1696897795029,-5,09/10/2023 19:29:55,121155,36,questionnaire-p3ei,,32122748,BLIND,9498623,,complete,,65249ae3420f233b096c6d82,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,6,,,,yes,No,Si,,,,27923
1,1696897273989,10/10/2023 00:21:13,1696897273071,-4,09/10/2023 20:21:13,121155,36,questionnaire-p3ei,,32122721,BLIND,9498620,,complete,,652498b6c74c5b197bec0ee2,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1536x864,1528x716,,,,Consent,9,SoundCheckPassed,3,test passed,,,5,,,,,,yes,No,Si,,,,40172
1,1696897197088,10/10/2023 00:19:57,1696897196720,-5,09/10/2023 19:19:56,121155,36,questionnaire-p3ei,,32122717,BLIND,9498619,,complete,,65249894b3e92feebad91aae,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1116x705,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,5,,yes,No,Si,,,,50100
1,1696897133919,10/10/2023 00:18:53,1696897133994,-5,09/10/2023 19:18:53,121155,36,questionnaire-p3ei,,32122713,BLIND,9498617,,complete,,6524985924376b11a7812ffe,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Consent,9,SoundCheckPassed,2,test passed,,5,,,,,,,yes,No,Si,,,,4832
1,1696896242573,10/10/2023 00:04:02,1696896242222,-4,09/10/2023 20:04:02,121155,36,questionnaire-p3ei,,32122633,BLIND,9498601,,complete,,652494927d669491daa9ef94,computer,Desktop or Laptop,Linux x86_64,Chrome 117.0.0.0,686x1143,686x997,,,,Consent,9,SoundCheckPassed,1,test passed,8,,,,,,,,yes,No,Si,,,,122897
1,1696892243654,09/10/2023 22:57:23,1696892242914,-5,09/10/2023 17:57:22,121155,36,questionnaire-p3ei,,32122390,BLIND,9498523,,complete,,6524853c40d984bd46506077,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Consent,9,SoundCheckPassed,4,test passed,,,,2,,,,,yes,No,Si,,,,8858
1,1696892146933,09/10/2023 22:55:46,1696892147424,-7,09/10/2023 15:55:47,121155,36,questionnaire-p3ei,,32122384,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,1,,,yes,No,Si,,,,11013
1,1696891901534,09/10/2023 22:51:41,1696891902958,-4,09/10/2023 18:51:42,121155,36,questionnaire-p3ei,,32122354,BLIND,9498514,,complete,,652483e53c6d02dfcecc34f0,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,1,yes,No,Si,,,,8783
1,1696891635260,09/10/2023 22:47:15,1696891635290,-5,09/10/2023 17:47:15,121155,36,questionnaire-p3ei,,32122317,BLIND,9498502,,complete,,652482eab917d506ce6c6985,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x919,,,,Consent,9,SoundCheckPassed,2,test passed,,4,,,,,,,yes,No,Si,,,,4940
1,1696888777265,09/10/2023 21:59:37,1696888777074,-4,09/10/2023 17:59:37,121155,36,questionnaire-p3ei,,32122112,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,2,,,yes,No,Si,,,,28958
1,1696888400027,09/10/2023 21:53:20,1696888398451,-6,09/10/2023 15:53:18,121155,36,questionnaire-p3ei,,32122066,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,3,yes,No,Si,,,,11579
1,1696886574991,09/10/2023 21:22:54,1696886574847,-4,09/10/2023 17:22:54,121155,36,questionnaire-p3ei,,32121594,BLIND,9498264,,complete,,65246ea5c5b88f20469ea226,computer,Desktop or Laptop,Mac OS 10.15.7,Opera 101.0.0.0,1512x982,1452x858,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,7,,,,yes,No,Si,,,,33949
1,1696886318883,09/10/2023 21:18:38,1696886318707,-5,09/10/2023 16:18:38,121155,36,questionnaire-p3ei,,32121507,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Consent,9,SoundCheckPassed,4,test passed,,,,5,,,,,yes,No,Si,,,,49603
1,1696886083195,09/10/2023 21:14:43,1696886079460,-7,09/10/2023 14:14:39,121155,36,questionnaire-p3ei,,32121423,BLIND,9498219,,live,,65246ca43015fea7f0b82108,computer,Desktop or Laptop,Windows 10,Firefox 118.0,896x504,896x415,,,,Consent,9,SoundCheckPassed,1,test passed,6,,,,,,,,yes,No,Si,,,,7398
1,1696885260798,09/10/2023 21:01:00,1696885260365,-5,09/10/2023 16:01:00,121155,36,questionnaire-p3ei,,32121103,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,3,,yes,No,Si,,,,12631
1,1697747431173,19/10/2023 20:30:31,1697747430392,-7,19/10/2023 13:30:30,121155,36,questionnaire-p3ei,,32371081,BLIND,9573065,,complete,,653191cf432016cde3391496,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1280x800,1280x675,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,6,,yes,No,Si,,,,85758
1,1697601217243,18/10/2023 03:53:37,1697601216564,-4,17/10/2023 23:53:36,121155,36,questionnaire-p3ei,,32321197,BLIND,9557225,,complete,,652f56aec589a18943282134,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x927,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,7,,,yes,No,Si,,,,7752
1,1697577644118,17/10/2023 21:20:44,1697577644346,-5,17/10/2023 16:20:44,121155,36,questionnaire-p3ei,,32318175,BLIND,9556259,,complete,,652efa9bd3d969c1e058f063,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1600x900,1600x775,,,,Consent,9,SoundCheckPassed,3,test passed,,,6,,,,,,yes,No,Si,,,,10479
1,1697522995332,17/10/2023 06:09:55,1697522994477,-7,16/10/2023 23:09:54,121155,36,questionnaire-p3ei,,32282502,BLIND,9546917,,complete,,652e2519aae98d815fcf5b9e,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,,,Consent,9,SoundCheckPassed,4,test passed,,,,1,,,,,yes,No,Si,,,,48575
1,1697750953138,19/10/2023 21:29:13,1697750952886,-7,19/10/2023 14:29:12,121155,36,questionnaire-p3ei,,32371858,BLIND,9573260,,complete,,65319f9c9929e45cf23e78a9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,7,yes,No,Si,,,,3829
1,1697758071858,19/10/2023 23:27:51,1697758071481,-4,19/10/2023 19:27:51,121155,36,questionnaire-p3ei,,32372740,BLIND,9573510,,complete,,6531bb607f61a43bd766ce6c,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1366x768,1296x655,,,,Consent,9,SoundCheckPassed,4,test passed,,,,7,,,,,yes,No,Si,,,,5745
1,1697758399781,19/10/2023 23:33:19,1697758399604,-7,19/10/2023 16:33:19,121155,36,questionnaire-p3ei,,32372772,BLIND,9573522,,complete,,6531bb7ca5a8e2ed76daff2b,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.1.2,1280x800,1280x737,,,,Consent,9,SoundCheckPassed,2,test passed,,8,,,,,,,yes,No,Si,,,,11696
1,1697854233732,21/10/2023 02:10:33,1697854233591,-4,20/10/2023 22:10:33,121155,36,questionnaire-p3ei,,32392999,BLIND,9585510,,complete,,6533330b9ff08900c5f6b7db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1920x1080,1920x955,,,,Consent,9,SoundCheckPassed,3,test passed,,,7,,,,,,yes,No,Si,,,,12803
1,1697911616776,21/10/2023 18:06:56,1697911617052,-5,21/10/2023 13:06:57,121155,36,questionnaire-p3ei,,32402521,BLIND,9588796,,complete,,653413344c4cee10658074b0,computer,Desktop or Laptop,Windows 10,Firefox 118.0,2560x1440,2560x1315,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,2,,,,yes,No,Si,,,,7045
1,1697917244496,21/10/2023 19:40:44,1697917244673,-5,21/10/2023 14:40:44,121155,36,questionnaire-p3ei,,32403635,BLIND,9589138,,complete,,653429262d29dfe51b1bf774,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1368x912,1320x774,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,3,,,yes,No,Si,,,,22393
1,1697918508925,21/10/2023 20:01:48,1697918508689,-4,21/10/2023 16:01:48,121155,36,questionnaire-p3ei,,32403808,BLIND,9589194,,complete,,65342dbe57803c27d638d8e0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1280x800,1280x690,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,3,yes,No,Si,,,,45202
1,1698035690071,23/10/2023 04:34:50,1698035691777,-7,22/10/2023 21:34:51,121155,36,questionnaire-p3ei,,32420178,BLIND,9593399,,complete,,6535f7c67a429cb544f69e0d,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1280x800,1138x608,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,8,,yes,No,Si,,,,108562
1,1698041760427,23/10/2023 06:16:00,1698041760306,-5,23/10/2023 01:16:00,121155,36,questionnaire-p3ei,,32420553,BLIND,9593509,,complete,,65360f8a7a429cb544f6a05b,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x563,,,,Consent,9,SoundCheckPassed,1,test passed,2,,,,,,,,yes,No,Si,,,,22009
1,1698071902964,23/10/2023 14:38:22,1698071902821,-4,23/10/2023 10:38:22,121155,36,questionnaire-p3ei,,32432186,BLIND,9598306,,complete,,6536854033e7aaefb597a19b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1440x707,,,,Consent,9,SoundCheckPassed,1,test passed,3,,,,,,,,yes,No,Si,,,,42508
1,1698073087161,23/10/2023 14:58:07,1698073089899,-4,23/10/2023 10:58:09,121155,36,questionnaire-p3ei,,32432822,BLIND,9598519,,complete,,653689dba2229d83d1dfe88a,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x739,,,,Consent,9,SoundCheckPassed,2,test passed,,3,,,,,,,yes,No,Si,,,,23374
1,1698074786720,23/10/2023 15:26:26,1698074789357,-4,23/10/2023 11:26:29,121155,36,questionnaire-p3ei,,32433866,BLIND,9598837,,complete,,65369071b08db0604243ae1e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1536x864,1528x742,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,3,,,,yes,No,Si,,,,12253
1,1698081611907,23/10/2023 17:20:11,1698081541843,-7,23/10/2023 10:19:01,121155,36,questionnaire-p3ei,,32436689,BLIND,9599713,,complete,,6536ab1d162c88deae330872,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1920x1080,1920x963,,,,Consent,9,SoundCheckPassed,3,test passed,,,2,,,,,,yes,No,Si,,,,24710
1,1698097443264,23/10/2023 21:44:03,1698097443112,-4,23/10/2023 17:44:03,121155,36,questionnaire-p3ei,,32443845,BLIND,9601545,,complete,,6536e917e74da7f28c7d08c3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1282x1239,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,5,yes,No,Si,,,,11136
1,1698101699014,23/10/2023 22:54:59,1698101698678,-5,23/10/2023 17:54:58,121155,36,questionnaire-p3ei,,32445025,BLIND,9601828,,complete,,6536f9b4a7091698f1fc9b67,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,1232x598,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,8,,,yes,No,Si,,,,5621
1,1698131710332,24/10/2023 07:15:10,1698131710179,-7,24/10/2023 00:15:10,121155,36,questionnaire-p3ei,,32447984,BLIND,9602766,,complete,,65376ee53675c093077f0a00,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x707,,,,Consent,9,SoundCheckPassed,4,test passed,,,,2,,,,,yes,No,Si,,,,87489
1,1698133679074,24/10/2023 07:47:59,1698133678781,-7,24/10/2023 00:47:58,121155,36,questionnaire-p3ei,,32448333,BLIND,9602917,,complete,,65377699923dd94a8421cf22,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1060x597,1060x454,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,5,,yes,No,Si,,,,9541
1,1698207591312,25/10/2023 04:19:51,1698207591268,-6,24/10/2023 22:19:51,121155,36,questionnaire-p3ei,,32470721,BLIND,9610587,,complete,,65389757fce5d7e0974fec21,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1536x864,1488x742,,,,Consent,9,SoundCheckPassed,4,test passed,,,,6,,,,,yes,No,Si,,,,35483
1,1698230796976,25/10/2023 10:46:36,1698230796878,-4,25/10/2023 06:46:36,121155,36,questionnaire-p3ei,,32478639,BLIND,9612465,,complete,,6538f1f65583c8d487aa50b2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1920x1080,1920x963,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,2,yes,No,Si,,,,40337
1,1698262816231,25/10/2023 19:40:16,1698262805203,-7,25/10/2023 12:40:05,121155,36,questionnaire-p3ei,,32494755,BLIND,9616993,,complete,,65396f08c08e2d8319ade238,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1504x1003,1496x879,,,,Consent,9,SoundCheckPassed,1,test passed,7,,,,,,,,yes,No,Si,,,,196927
1,1698280386795,26/10/2023 00:33:06,1698280386471,-4,25/10/2023 20:33:06,121155,36,questionnaire-p3ei,,32498572,BLIND,9618036,,complete,,6539b39c9a10827737460a02,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,1,,yes,No,Si,,,,13259
1,1698289276776,26/10/2023 03:01:16,1698289276358,-4,25/10/2023 23:01:16,121155,36,questionnaire-p3ei,,32499365,BLIND,9618333,,complete,,6539d615614526745164e848,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x715,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,1,,,,yes,No,Si,,,,152899
1,1698290039267,26/10/2023 03:13:59,1698290039151,-4,25/10/2023 23:13:59,121155,36,questionnaire-p3ei,,32499507,BLIND,9618345,,complete,,6539d96b12ab32fdfff3a6a4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1440x815,,,,Consent,9,SoundCheckPassed,3,test passed,,,5,,,,,,yes,No,Si,,,,11103
1,1698301220178,26/10/2023 06:20:20,1698301219921,-6,26/10/2023 00:20:19,121155,36,questionnaire-p3ei,,32500179,BLIND,9618596,,complete,,653a050a082d07a3ad175d97,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,2,,,yes,No,Si,,,,16386
1,1698333952550,26/10/2023 15:25:52,1698333952486,-5,26/10/2023 10:25:52,121155,36,questionnaire-p3ei,,32512231,BLIND,9622666,,complete,,653a84e92c3e5a14b8c4356c,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1368x912,1368x755,,,,Consent,9,SoundCheckPassed,2,test passed,,5,,,,,,,yes,No,Si,,,,34940
1,1698538122854,29/10/2023 00:08:42,1698538122642,-5,28/10/2023 19:08:42,121155,36,questionnaire-p3ei,,32552985,BLIND,9632675,,complete,,653da27747329489fed3d8f2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1280x658,,,,Consent,9,SoundCheckPassed,2,test passed,,7,,,,,,,yes,No,Si,,,,21931
1,1698704599036,30/10/2023 22:23:19,1698704616569,-5,30/10/2023 17:23:36,121155,36,questionnaire-p3ei,,32587066,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,1,,,yes,No,Si,,,,81470
1,1698810770994,01/11/2023 03:52:50,1698810770606,-7,31/10/2023 20:52:50,121155,36,questionnaire-p3ei,,32611446,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,7,,,,yes,No,Si,,,,20378
1,1698855492692,01/11/2023 16:18:12,1698855492590,-4,01/11/2023 12:18:12,121155,36,questionnaire-p3ei,,32628794,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Consent,9,SoundCheckPassed,3,test passed,,,1,,,,,,yes,No,Si,,,,5066
1,1698956325540,02/11/2023 20:18:45,1698956324380,-5,02/11/2023 15:18:44,121155,36,questionnaire-p3ei,,32661559,BLIND,9668482,,complete,,654402d3520694e99b0a5715,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.69,1920x1080,1865x921,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,3,,yes,No,Si,,,,25409
1,1698977013239,03/11/2023 02:03:33,1698977013091,-5,02/11/2023 21:03:33,121155,36,questionnaire-p3ei,,32666692,BLIND,9670430,,complete,,654454e9da74c1309b97cb51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x726,,,,Consent,9,SoundCheckPassed,4,test passed,,,,5,,,,,yes,No,Si,,,,5109
