Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Randomise questionnaire elements?,consent-response-1,consent-response-2,consent-response-text,consent-response-other,END QUESTIONNAIRE
1,1699072988865,04/11/2023 04:43:08,1699072988888,-5,03/11/2023 23:43:08,121155,36,questionnaire-p3ei,,32696528,BLIND,9677299,,complete,,6545cbae0d8257d9c82b46eb,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1366x768,1358x646,,,,Consent,9,SoundCheckPassed,1,test passed,2,,,,,,,,yes,No,Si,,,,31807
1,1699103278699,04/11/2023 13:07:58,1699103278574,-4,04/11/2023 09:07:58,121155,36,questionnaire-p3ei,,32702105,BLIND,9678034,,complete,,65464202bc5bdf5e764f0565,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1356x758,,,,Consent,9,SoundCheckPassed,3,test passed,,,4,,,,,,yes,No,Si,,,,8754
1,1699236101532,06/11/2023 02:01:41,1699236101385,-8,05/11/2023 18:01:41,121155,36,questionnaire-p3ei,,32725263,BLIND,9684323,,complete,,654848e2bc5bdf5e764f4d1a,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,430x932,713x1178,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,6,yes,No,Si,,,,6775
1,1699311271046,06/11/2023 22:54:31,1699311270736,-6,06/11/2023 16:54:30,121155,36,questionnaire-p3ei,,32755257,BLIND,9691990,,complete,,65496e033366bdbeae4621b6,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1366x768,1366x657,,,,Consent,9,SoundCheckPassed,4,test passed,,,,1,,,,,yes,No,Si,,,,218228
1,1699393488920,07/11/2023 21:44:48,1699393488771,-6,07/11/2023 15:44:48,121155,36,questionnaire-p3ei,,32783268,BLIND,9700962,,complete,,654aafbec5d0516b710b606b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1412x680,,,,Consent,9,SoundCheckPassed,2,test passed,,1,,,,,,,yes,No,Si,,,,6624
1,1699396348921,07/11/2023 22:32:28,1699396348647,-8,07/11/2023 14:32:28,121155,36,questionnaire-p3ei,,32783872,BLIND,9701230,,complete,,654abaecefcd8fc51dd897ac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1377x678,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,2,,yes,No,Si,,,,60526
1,1699419953007,08/11/2023 05:05:53,1699419955341,-8,07/11/2023 21:05:55,121155,36,questionnaire-p3ei,,32786765,BLIND,9702272,,complete,,654b1716a3e347356572d0bd,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1920x1080,1920x919,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,2,,,yes,No,Si,,,,12548
1,1699468467369,08/11/2023 18:34:27,1699468466919,-8,08/11/2023 10:34:26,121155,36,questionnaire-p3ei,,32820381,BLIND,9710000,,complete,,654bd47fd760c373968eb7e2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,3,,,,yes,No,Si,,,,8550
1,1699475998042,08/11/2023 20:39:58,1699476016412,-8,08/11/2023 12:40:16,121155,36,questionnaire-p3ei,,32823120,BLIND,9710737,,complete,,654bf1f34f9a85157969037b,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1884x894,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,3,,yes,No,Si,,,,18216
1,1699487723121,08/11/2023 23:55:23,1699487676045,-8,08/11/2023 15:54:36,121155,36,questionnaire-p3ei,,32825804,BLIND,9711635,,complete,,654c1fd36952ab58c736bcd9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,4,,,,yes,No,Si,,,,211614
1,1699567831162,09/11/2023 22:10:31,1699567831820,-8,09/11/2023 14:10:31,121155,36,questionnaire-p3ei,,32854533,BLIND,9727096,,complete,,654d585727c1bd0d5736d0df,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x854,1280x685,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,4,yes,No,Si,,,,8058
1,1699657952604,10/11/2023 23:12:32,1699657952393,-8,10/11/2023 15:12:32,121155,36,questionnaire-p3ei,,32879849,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Consent,9,SoundCheckPassed,1,test passed,6,,,,,,,,yes,No,Si,,,,6203
1,1699771756533,12/11/2023 06:49:16,1699771756336,-5,12/11/2023 01:49:16,121155,36,questionnaire-p3ei,,32891090,BLIND,9740891,,complete,,6550753f69c45ecbc9cd2ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Opera 102.0.0.0,1280x800,1239x614,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,8,,,yes,No,Si,,,,77152
1,1699909332683,13/11/2023 21:02:12,1699909330965,-8,13/11/2023 13:02:10,121155,36,questionnaire-p3ei,,32930333,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Consent,9,SoundCheckPassed,2,test passed,,7,,,,,,,yes,No,Si,,,,7088
1,1699975650665,14/11/2023 15:27:30,1699975650478,-5,14/11/2023 10:27:30,121155,36,questionnaire-p3ei,,32947789,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Consent,9,SoundCheckPassed,4,test passed,,,,8,,,,,yes,No,Si,,,,9192
1,1700001839593,14/11/2023 22:43:59,1700001838557,-8,14/11/2023 14:43:58,121155,36,questionnaire-p3ei,,32960394,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Consent,9,SoundCheckPassed,3,test passed,,,1,,,,,,yes,No,Si,,,,81601
1,1700024337669,15/11/2023 04:58:57,1700024337347,-7,14/11/2023 21:58:57,121155,36,questionnaire-p3ei,,32964301,BLIND,9761215,,complete,,65544ffe9823ecd3d751ecfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x919,,,,Consent,9,SoundCheckPassed,1,test passed,7,,,,,,,,yes,No,Si,,,,14704
1,1700070117802,15/11/2023 17:41:57,1700070117657,-5,15/11/2023 12:41:57,121155,36,questionnaire-p3ei,,32982149,BLIND,9766086,,complete,,655502d55226b62b7190abb4,mobile,undefined K,Android 10,Chrome 119.0.0.0,412x883,412x753,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,5,,,yes,No,Si,,,,3615
1,1700172186167,16/11/2023 22:03:06,1700172186393,-8,16/11/2023 14:03:06,121155,36,questionnaire-p3ei,,33019470,BLIND,9776320,,complete,,6556918ace7bef2992528394,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x963,,,,Consent,9,SoundCheckPassed,2,test passed,,8,,,,,,,yes,No,Si,,,,5551
1,1700180064191,17/11/2023 00:14:24,1700180064029,-5,16/11/2023 19:14:24,121155,36,questionnaire-p3ei,,33020748,BLIND,9776688,,complete,,6556b0469e9f708e6d6b658d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1280x679,,,,Consent,9,SoundCheckPassed,3,test passed,,,6,,,,,,yes,No,Si,,,,5811
1,1700203305151,17/11/2023 06:41:45,1700203304773,-8,16/11/2023 22:41:44,121155,36,questionnaire-p3ei,,33023046,BLIND,9777326,,complete,,65570b16fca43fc33525fef7,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1264x710,,,,Consent,9,SoundCheckPassed,4,test passed,,,,2,,,,,yes,No,Si,,,,18926
1,1700417598093,19/11/2023 18:13:18,1700417598420,-5,19/11/2023 13:13:18,121155,36,questionnaire-p3ei,,33059889,BLIND,9788789,,complete,,655a5033b2406870951a2dfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x738,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,6,,yes,No,Si,,,,50146
1,1700495610449,20/11/2023 15:53:30,1700495610023,-5,20/11/2023 10:53:30,121155,36,questionnaire-p3ei,,33079071,BLIND,9794955,,complete,,655b80e04b045ac58d0cb9ed,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x699,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,7,yes,No,Si,,,,18961
1,1700514026056,20/11/2023 21:00:26,1700514027981,-8,20/11/2023 13:00:27,121155,36,questionnaire-p3ei,,33087163,BLIND,9797527,,complete,,655bc8cb50baaed8e1c74cd0,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1364x681,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,2,,,,yes,No,Si,,,,678200
1,1700537450360,21/11/2023 03:30:50,1700537449788,-6,20/11/2023 21:30:49,121155,36,questionnaire-p3ei,,33090304,BLIND,9798637,,complete,,655c2456b7ade7c0c72a6223,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1440x960,1440x843,,,,Consent,9,SoundCheckPassed,1,test passed,5,,,,,,,,yes,No,Si,,,,22086
1,1700602616320,21/11/2023 21:36:56,1700602615913,-8,21/11/2023 13:36:55,121155,36,questionnaire-p3ei,,33112743,BLIND,9806199,,complete,,655d22d686d182386bf4e14d,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1351x745,,,,Consent,9,SoundCheckPassed,2,test passed,,6,,,,,,,yes,No,Si,,,,29613
1,1700791664793,24/11/2023 02:07:44,1700791666880,-8,23/11/2023 18:07:46,121155,36,questionnaire-p3ei,,33181024,BLIND,9823936,,complete,,6560053e93f24d1bdbabe3bf,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1423x889,1415x767,,,,Consent,9,SoundCheckPassed,3,test passed,,,7,,,,,,yes,No,Si,,,,37393
1,1700949926153,25/11/2023 22:05:26,1700949925916,-5,25/11/2023 17:05:25,121155,36,questionnaire-p3ei,,33215854,BLIND,9833388,,complete,,65626f99e4e979a116eedcf8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1324x664,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,5,,yes,No,Si,,,,18939
1,1701128990869,27/11/2023 23:49:50,1701128990753,-6,27/11/2023 17:49:50,121155,36,questionnaire-p3ei,,33260396,BLIND,9846813,,complete,,65652afa3fff62c11976dc16,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x919,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,5,yes,No,Si,,,,73581
1,1701229864828,29/11/2023 03:51:04,1701229864646,-5,28/11/2023 22:51:04,121155,36,questionnaire-p3ei,,33285637,BLIND,9854911,,complete,,6566b51c110864dba2b6e099,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x729,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,3,,,yes,No,Si,,,,15094
1,1701285181619,29/11/2023 19:13:01,1701285181446,-6,29/11/2023 13:13:01,121155,36,questionnaire-p3ei,,33305756,BLIND,9861375,,complete,,65678d2c11a8a137e969b7f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x687,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,7,,,,yes,No,Si,,,,37230
1,1701294343392,29/11/2023 21:45:43,1701294342273,-7,29/11/2023 14:45:42,121155,36,questionnaire-p3ei,,33312791,BLIND,9862858,,complete,,6567b0f354b8a338890b8752,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Consent,9,SoundCheckPassed,4,test passed,,,,7,,,,,yes,No,Si,,,,50096
1,1701311240704,30/11/2023 02:27:20,1701311241374,-8,29/11/2023 18:27:21,121155,36,questionnaire-p3ei,,33317086,BLIND,9864223,,complete,,6567f2f8372ba9e82a08d583,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,1390x1179,,,,Consent,9,SoundCheckPassed,1,test passed,3,,,,,,,,yes,No,Si,,,,17020
1,1701313318888,30/11/2023 03:01:58,1701313317903,-5,29/11/2023 22:01:57,121155,36,questionnaire-p3ei,,33317219,BLIND,9864269,,complete,,6567fb036e509de196741d20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x688,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,8,,yes,No,Si,,,,34416
1,1701650779208,04/12/2023 00:46:19,1701650780265,-7,03/12/2023 17:46:20,121155,36,questionnaire-p3ei,,33392394,BLIND,9884193,,complete,,656d2119a493120fccf075e6,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,1,,,,yes,No,Si,,,,5388
1,1701667686967,04/12/2023 05:28:06,1701667686836,-6,03/12/2023 23:28:06,121155,36,questionnaire-p3ei,,33393738,BLIND,9884526,,complete,,656d634882b6039c507c2234,mobile,Apple iPhone,iOS 17.1.2,Mobile Safari 17.1.2,393x852,393x659,,,,Consent,9,SoundCheckPassed,3,test passed,,,8,,,,,,yes,No,Si,,,,7996
1,1701738523144,05/12/2023 01:08:43,1701738523039,-5,04/12/2023 20:08:43,121155,36,questionnaire-p3ei,,33422489,BLIND,9892995,,complete,,656e78032d5df0b85f512470,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1280x800,1257x601,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,2,yes,No,Si,,,,18070
1,1701742395946,05/12/2023 02:13:15,1701742395815,-7,04/12/2023 19:13:15,121155,36,questionnaire-p3ei,,33422909,BLIND,9893114,,complete,,656e8722f4bc804e9c9ad8a9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1739x979,1740x811,,,,Consent,9,SoundCheckPassed,2,test passed,,4,,,,,,,yes,No,Si,,,,55051
1,1702086863162,09/12/2023 01:54:23,1702086863053,-6,08/12/2023 19:54:23,121155,36,questionnaire-p3ei,,33556374,BLIND,9934113,,complete,,65739b797d0803195bed89fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1440x783,,,,Consent,9,SoundCheckPassed,4,test passed,,,,3,,,,,yes,No,Si,,,,50340
1,1702424859193,12/12/2023 23:47:39,1702424859207,-7,12/12/2023 16:47:39,121155,36,questionnaire-p3ei,,33624339,BLIND,9952968,,complete,,6578f1056457e054e58a893d,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x800,1280x675,,,,Consent,9,SoundCheckPassed,1,test passed,8,,,,,,,,yes,No,Si,,,,108333
1,1702452774067,13/12/2023 07:32:54,1702452773215,-8,12/12/2023 23:32:53,121155,36,questionnaire-p3ei,,33626581,BLIND,9953703,,complete,,65795e021e5a04bd4b2d158f,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1366x768,1707x765,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,1,yes,No,Si,,,,12424
1,1702501447820,13/12/2023 21:04:07,1702501447652,-5,13/12/2023 16:04:07,121155,36,questionnaire-p3ei,,33650803,BLIND,9959320,,complete,,657a1c37eed9c33b432d6db1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1280x679,,,,Consent,9,SoundCheckPassed,2,test passed,,1,,,,,,,yes,No,Si,,,,4425
1,1702526702034,14/12/2023 04:05:02,1702526701875,-8,13/12/2023 20:05:01,121155,36,questionnaire-p3ei,,33655737,BLIND,9960333,,complete,,657a7ed6f7f4169c437fcd47,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1280x800,1280x690,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,1,,yes,No,Si,,,,22560
1,1702534824336,14/12/2023 06:20:24,1702534824123,-6,14/12/2023 00:20:24,121155,36,questionnaire-p3ei,,33656154,BLIND,9960437,,complete,,657a9e9a45eebb6b2b8f0b34,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1536x864,1536x750,,,,Consent,9,SoundCheckPassed,2,test passed,,3,,,,,,,yes,No,Si,,,,3201
1,1702619893715,15/12/2023 05:58:13,1702619892873,-7,14/12/2023 22:58:12,121155,36,questionnaire-p3ei,,33692745,BLIND,9967288,,complete,,657bead82b0e3ae3ebef52c4,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,,Consent,9,SoundCheckPassed,4,test passed,,,,5,,,,,yes,No,Si,,,,9573
1,1702699896631,16/12/2023 04:11:36,1702699896515,-6,15/12/2023 22:11:36,121155,36,questionnaire-p3ei,,33723390,BLIND,9974543,,complete,,657d236434fdea95a1c0809d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,2240x1260,1207x1019,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,6,,,,yes,No,Si,,,,9017
1,1702702936176,16/12/2023 05:02:16,1702702936034,-5,16/12/2023 00:02:16,121155,36,questionnaire-p3ei,,33723532,BLIND,9974591,,complete,,657d2f46ad9d959333f55476,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1728x1117,1728x880,,,,Consent,9,SoundCheckPassed,3,test passed,,,5,,,,,,yes,No,Si,,,,6065
1,1702744665162,16/12/2023 16:37:45,1702744665440,-5,16/12/2023 11:37:45,121155,36,questionnaire-p3ei,,33728183,BLIND,9976070,,complete,,657dd23e12a15c00fa20457d,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,2048x1152,2048x1026,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,4,,,yes,No,Si,,,,8022
1,1702791330725,17/12/2023 05:35:30,1702791326409,-8,16/12/2023 21:35:26,121155,36,questionnaire-p3ei,,33731452,BLIND,9977064,,complete,,657e88561b15b271b872433a,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x703,,,,Consent,9,SoundCheckPassed,7,test passed,,,,,,,4,,yes,No,Si,,,,37690
1,1702933005044,18/12/2023 20:56:45,1702933004871,-8,18/12/2023 12:56:44,121155,36,questionnaire-p3ei,,33765778,BLIND,9987416,,complete,,6580b1fdc084a4d9ff21ef29,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1728x1117,1728x937,,,,Consent,9,SoundCheckPassed,8,test passed,,,,,,,,3,yes,No,Si,,,,9859
1,1701820420361,05/12/2023 23:53:40,1701820420085,-8,05/12/2023 15:53:40,121155,36,questionnaire-p3ei,,33461371,BLIND,9902196,,complete,,656fb7d7b8c816975e7ea697,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Consent,9,SoundCheckPassed,4,test passed,,,,6,,,,,yes,No,Si,,,,5816
1,1701840894237,06/12/2023 05:34:54,1701840894034,-6,05/12/2023 23:34:54,121155,36,questionnaire-p3ei,,33464038,BLIND,9902923,,complete,,657007ee8aae019b0f0a5228,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1200x636,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,7,,,yes,No,Si,,,,9050
1,1701902555686,06/12/2023 22:42:35,1701902556433,-5,06/12/2023 17:42:36,121155,36,questionnaire-p3ei,,33503783,BLIND,9910806,,complete,,6570f8c7d5ed48e7addc9ab2,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,2560x1440,2505x1321,,,,Consent,9,SoundCheckPassed,3,test passed,,,2,,,,,,yes,No,Si,,,,3743
1,1701926759382,07/12/2023 05:25:59,1701926759245,-8,06/12/2023 21:25:59,121155,36,questionnaire-p3ei,,33507254,BLIND,9911893,,complete,,6571573bdc75f34174a33611,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x707,,,,Consent,9,SoundCheckPassed,5,test passed,,,,,8,,,,yes,No,Si,,,,18751
1,1701999297669,08/12/2023 01:34:57,1701999294059,-8,07/12/2023 17:34:54,121155,36,questionnaire-p3ei,,33534565,BLIND,9928018,,complete,,657272b37d0803195bed4a07,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1.2,2048x1152,1374x977,,,,Consent,9,SoundCheckPassed,6,test passed,,,,,,1,,,yes,No,Si,,,,12034
1,1702933586309,18/12/2023 21:06:26,1702933587522,-5,18/12/2023 16:06:27,121155,36,questionnaire-p3ei,,33765932,BLIND,9987448,,complete,,6580b4323103d69edefeb6d2,computer,Desktop or Laptop,Windows 10,Avast Secure Browser 119.0.0.0,1536x864,1536x707,,,,Consent,9,SoundCheckPassed,1,test passed,4,,,,,,,,yes,No,Si,,,,47278
1,1702955622744,19/12/2023 03:13:42,1702955623269,-8,18/12/2023 19:13:43,121155,36,questionnaire-p3ei,,33771885,BLIND,9989475,,complete,,65810a296b75949cc58569e7,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x742,,,,Consent,9,SoundCheckPassed,3,test passed,,,8,,,,,,yes,No,Si,,,,45304
END OF FILE
